name,region,delegation,commune,category_code,category_name,facility_type,departments
Bni Oukil,Béni Mellal-Khénifra,Fkih Ben Saleh,Bni Oukil,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Jbala,Béni Mellal-Khénifra,Fkih Ben Saleh,Bni Oukil,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Krarma (Chhoub),Béni Mellal-Khénifra,Fkih Ben Saleh,Bni Oukil,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Od ZIANE,Béni Mellal-Khénifra,Fkih Ben Saleh,Bni Oukil,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Od Ahmed,Béni Mellal-Khénifra,Fkih Ben Saleh,Bni Oukil,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Bradia,Béni Mellal-Khénifra,Fkih Ben Saleh,Bradia,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Od ALI EL OUED,Béni Mellal-Khénifra,Fkih Ben Saleh,Bradia,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Od DRISS,Béni Mellal-Khénifra,Fkih Ben Saleh,Bradia,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Hal Souss,Béni Mellal-Khénifra,Fkih Ben Saleh,Bradia,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tarmest,Béni Mellal-Khénifra,Fkih Ben Saleh,Had Boumoussa,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Khlalta,Béni Mellal-Khénifra,Fkih Ben Saleh,Ouled Nacer,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Lamrabtia,Béni Mellal-Khénifra,Fkih Ben Saleh,Had Boumoussa,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ouled Barkat,Béni Mellal-Khénifra,Fkih Ben Saleh,Had Boumoussa,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ait Rami,Béni Mellal-Khénifra,Fkih Ben Saleh,Ouled Nacer,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Od ILLOUL,Béni Mellal-Khénifra,Fkih Ben Saleh,Ouled Nacer,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Takhssait,Béni Mellal-Khénifra,Fkih Ben Saleh,Ouled Nacer,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ouled Aissa Oued,Béni Mellal-Khénifra,Fkih Ben Saleh,Had Boumoussa,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ouzzif,Béni Mellal-Khénifra,Fkih Ben Saleh,Dar Ould Zidouh,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Oulad Rahhou,Béni Mellal-Khénifra,Fkih Ben Saleh,Had Boumoussa,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Dar Ouald Zidouh,Béni Mellal-Khénifra,Fkih Ben Saleh,Dar Ould Zidouh,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Lahlaf,Béni Mellal-Khénifra,Fkih Ben Saleh,Dar Ould Zidouh,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Lamgharir,Béni Mellal-Khénifra,Fkih Ben Saleh,Dar Ould Zidouh,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Had Boumoussa,Béni Mellal-Khénifra,Fkih Ben Saleh,Had Boumoussa,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Oulad Mbarek,Béni Mellal-Khénifra,Fkih Ben Saleh,Had Boumoussa,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Khénifra,Béni Mellal-Khénifra,Khenifra,Khenifra,CDTMR,Centre de Diagnostic et de Traitement des Maladies Respiratoires,Soins primaires,"Pneumologie,Maladies respiratoires,Tuberculose,CDTMR"
Khenifra(Hôpital),Béni Mellal-Khénifra,Khenifra,Khenifra,LSP,Laboratoire de Santé Publique,Soins primaires,Laboratoire d'analyses médicales
Hassan II,Béni Mellal-Khénifra,Khenifra,Khenifra,CSU-2,Centre de Santé Urbain niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Assaka,Béni Mellal-Khénifra,Khenifra,Khenifra,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Hamria,Béni Mellal-Khénifra,Khenifra,Khenifra,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Ennassim (Khenifra),Béni Mellal-Khénifra,Khenifra,Khenifra,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Q.Administratif,Béni Mellal-Khénifra,Khenifra,Khenifra,CSU-2,Centre de Santé Urbain niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Tiallaline,Béni Mellal-Khénifra,Khenifra,Khenifra,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Mrirt,Béni Mellal-Khénifra,Khenifra,M'Rirt,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Quartier Aqministratif,Béni Mellal-Khénifra,Khenifra,M'Rirt,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Amalou I,Béni Mellal-Khénifra,Khenifra,Khenifra,CSU-2,Centre de Santé Urbain niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
La Cierie (Amalou Ii),Béni Mellal-Khénifra,Khenifra,Khenifra,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Centre de Référence et de la Santé Reproductive,Béni Mellal-Khénifra,Khenifra,Khenifra,CRSR,Centre de Référence en Santé de Reproduction,Soins primaires,"Gynécologie,Santé de la reproduction,Planification familiale,Maternité"
El Kbab,Béni Mellal-Khénifra,Khenifra,El Kbab,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Maammar,Béni Mellal-Khénifra,Khenifra,Ait Ishaq,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ouaoumana,Béni Mellal-Khénifra,Khenifra,Ouaoumana,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Ishaq,Béni Mellal-Khénifra,Khenifra,Ait Ishaq,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Aourach,Béni Mellal-Khénifra,Khenifra,Ouaoumana,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Kerrouchen,Béni Mellal-Khénifra,Khenifra,Kerrouchen,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tamakaidoute,Béni Mellal-Khénifra,Khenifra,Ait Saadelli,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Timdghass,Béni Mellal-Khénifra,Khenifra,Tighassaline,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
S.Yahya Ou Saad,Béni Mellal-Khénifra,Khenifra,Sidi Yahya Ou Saad,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tighassaline,Béni Mellal-Khénifra,Khenifra,Tighassaline,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ajdir,Béni Mellal-Khénifra,Khenifra,Aguelmam Azegza,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Sidi Bouabbad,Béni Mellal-Khénifra,Khenifra,Sidi Lamine,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Kaf N'sour,Béni Mellal-Khénifra,Khenifra,Sidi Lamine,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Sidi Amar,Béni Mellal-Khénifra,Khenifra,Sidi Amar,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Taabit,Béni Mellal-Khénifra,Khenifra,Moha Ou Hammou Zayani,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Jnan Amass,Béni Mellal-Khénifra,Khenifra,Aguelmam Azegza,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Lehri,Béni Mellal-Khénifra,Khenifra,Lehri,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Taskarte,Béni Mellal-Khénifra,Khenifra,Lehri,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
El Borj,Béni Mellal-Khénifra,Khenifra,El Borj,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Arrougou,Béni Mellal-Khénifra,Khenifra,Aguelmam Azegza,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Sebt Ait Rahou,Béni Mellal-Khénifra,Khenifra,Sebt Ait Rahou,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
My BOUAZZA,Béni Mellal-Khénifra,Khenifra,Moulay Bouazza,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
S.M'hamed M'barek,Béni Mellal-Khénifra,Khenifra,Had Bouhssoussen,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Aouinate,Béni Mellal-Khénifra,Khenifra,Had Bouhssoussen,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Had Bouhssoussen,Béni Mellal-Khénifra,Khenifra,Had Bouhssoussen,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Ouahaba,Béni Mellal-Khénifra,Khenifra,Oum Rabia,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tanafnite,Béni Mellal-Khénifra,Khenifra,Oum Rabia,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Bouchbel,Béni Mellal-Khénifra,Khenifra,El Hammam,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tnine Ait Boukhayou,Béni Mellal-Khénifra,Khenifra,Sebt Ait Rahou,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Tighza,Béni Mellal-Khénifra,Khenifra,El Hammam,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Guerttla,Béni Mellal-Khénifra,Khenifra,El Hammam,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Ziar,Béni Mellal-Khénifra,Khenifra,Aguelmous,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Lagouida,Béni Mellal-Khénifra,Khenifra,Sidi Hcine,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Kassou,Béni Mellal-Khénifra,Khenifra,Aguelmous,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Aguelmous,Béni Mellal-Khénifra,Khenifra,Aguelmous,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
El Hammam,Béni Mellal-Khénifra,Khenifra,El Hammam,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Moulay Hassan Bejaad,Béni Mellal-Khénifra,Khouribga,Bejaad,CSU-2,Centre de Santé Urbain niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Khouribga,Béni Mellal-Khénifra,Khouribga,Khouribga,LSP,Laboratoire de Santé Publique,Soins primaires,Laboratoire d'analyses médicales
Boujniba,Béni Mellal-Khénifra,Khouribga,Boujniba,CSU-2,Centre de Santé Urbain niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Hattane,Béni Mellal-Khénifra,Khouribga,Hattane,CSU-2,Centre de Santé Urbain niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
El Fath-Khouribga,Béni Mellal-Khénifra,Khouribga,Khouribga,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Ibn Abdoune,Béni Mellal-Khénifra,Khouribga,Khouribga,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
My Youssef-Khouribga,Béni Mellal-Khénifra,Khouribga,Khouribga,CSU-2,Centre de Santé Urbain niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
El Massira Khouribga,Béni Mellal-Khénifra,Khouribga,Khouribga,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Al Quods,Béni Mellal-Khénifra,Khouribga,Khouribga,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Zaytoun,Béni Mellal-Khénifra,Khouribga,Khouribga,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Yasmine,Béni Mellal-Khénifra,Khouribga,Khouribga,CSU-2,Centre de Santé Urbain niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
El Fath-Oued Zem,Béni Mellal-Khénifra,Khouribga,Oued Zem,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
20 Aout Oued Zem,Béni Mellal-Khénifra,Khouribga,Oued Zem,CSU-2,Centre de Santé Urbain niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
20 Aout - Bejaad,Béni Mellal-Khénifra,Khouribga,Bejaad,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Khouribga,Béni Mellal-Khénifra,Khouribga,Khouribga,CDTMR,Centre de Diagnostic et de Traitement des Maladies Respiratoires,Soins primaires,"Pneumologie,Maladies respiratoires,Tuberculose,CDTMR"
khouribgua,Béni Mellal-Khénifra,Khouribga,Khouribga,CRSR,Centre de Référence en Santé de Reproduction,Soins primaires,"Gynécologie,Santé de la reproduction,Planification familiale,Maternité"
Al Massira Oued Zem,Béni Mellal-Khénifra,Khouribga,Oued Zem,CSU-1,Centre de Santé Urbain niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Planning familial,Consultation infirmière"
Tachrafat,Béni Mellal-Khénifra,Khouribga,Tachraft,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ain Kaicher,Béni Mellal-Khénifra,Khouribga,Ain Kaicher,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Bni Zrantel,Béni Mellal-Khénifra,Khouribga,Bni Zrantel,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Boukhrisse,Béni Mellal-Khénifra,Khouribga,Boukhrisse,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Oulad Gouaouch,Béni Mellal-Khénifra,Khouribga,Oulad Gouaouch,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Bni Batao,Béni Mellal-Khénifra,Khouribga,Bni Bataou,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Chougrane,Béni Mellal-Khénifra,Khouribga,Chougrane,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Gaara,Béni Mellal-Khénifra,Khouribga,Chougrane,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Rouached,Béni Mellal-Khénifra,Khouribga,Rouached,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Lagfaf,Béni Mellal-Khénifra,Khouribga,Lagfaf,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Bir Mezoui,Béni Mellal-Khénifra,Khouribga,Bir Mezoui,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
M'fassis,Béni Mellal-Khénifra,Khouribga,M'Fassis,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Oulad Abdoune,Béni Mellal-Khénifra,Khouribga,Oulad Abdoune,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
khmisse Oulad Azzouz,Béni Mellal-Khénifra,Khouribga,Oulad Azzouz,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Tlet Od Azzouz,Béni Mellal-Khénifra,Khouribga,Oulad Azzouz,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Foum Tizi (Od Driss),Béni Mellal-Khénifra,Khouribga,Oulad Azzouz,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
El Foqra,Béni Mellal-Khénifra,Khouribga,El Foqra,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Boulanouare,Béni Mellal-Khénifra,Khouribga,Bulanouare,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Bni Ykhlef,Béni Mellal-Khénifra,Khouribga,Bni Ykhlef,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ain Kahla,Béni Mellal-Khénifra,Khouribga,Bni Ykhlef,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Oulad Boughadi,Béni Mellal-Khénifra,Khouribga,Oulad Boughadi,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Ait Ammar,Béni Mellal-Khénifra,Khouribga,Ait Ammar,CSR-1,Centre de Santé Rural niveau 1,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Bni Smir,Béni Mellal-Khénifra,Khouribga,Bni Smir,CSR-2,Centre de Santé Rural niveau 2,Soins primaires,"Médecine générale,Soins de base,Vaccination,Soins infirmiers"
Lourada,Béni Mellal-Khénifra,Khouribga,Bni Smir,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
Oulad Bouali,Béni Mellal-Khénifra,Khouribga,Bni Smir,DR,Dispensaire Rural,Soins primaires,"Soins de base,Soins d'urgence élémentaires"
